DATE,ACTUALS,STATUS,PREDICTION,AGG_REGION,REGION,CATEGORY_NAME,RANGE_BRAND_NAME,GA1_NAME,GA2_NAME,CG1,CG2,ACTUALS_MFR,STATUS_MFR,PREDICTION_MFR
2018-10-01,6600.0,LONG,,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,6600.0,LONG,
2018-11-01,8920.0,LONG,,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,8920.0,LONG,
2018-12-01,8000.0,LONG,,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,8000.0,LONG,
2019-01-01,5760.0,LONG,,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,5760.0,LONG,
2019-02-01,11840.0,LONG,,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,11840.0,LONG,
2019-03-01,8600.0,LONG,,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,8600.0,LONG,
2019-04-01,11480.0,LONG,,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,11480.0,LONG,
2019-05-01,16840.0,LONG,,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,16840.0,LONG,
2019-06-01,13480.0,LONG,,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,13480.0,LONG,
2019-07-01,19560.0,LONG,,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,19560.0,LONG,
2019-08-01,2240.0,LONG,,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,2240.0,LONG,
2019-09-01,120.0,LONG,,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,120.0,LONG,
2019-10-01,8400.0,LONG,,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,8400.0,LONG,
2019-11-01,0.0,LONG,,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,0.0,LONG,
2019-12-01,0.0,LONG,,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,0.0,LONG,
2020-01-01,17560.0,LONG,,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,17560.0,LONG,
2020-02-01,21840.0,LONG,,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,21840.0,LONG,
2020-03-01,23400.0,LONG,,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,23400.0,LONG,
2020-04-01,19200.0,LONG,,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,19200.0,LONG,
2020-05-01,33120.0,LONG,,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,33120.0,LONG,
2020-06-01,24800.0,LONG,,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,24800.0,LONG,
2020-07-01,24680.0,LONG,,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,24680.0,LONG,
2020-08-01,20080.0,LONG,,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,20080.0,LONG,
2020-09-01,30960.0,LONG,,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,30960.0,LONG,
2020-10-01,27880.0,LONG,,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,27880.0,LONG,
2020-11-01,30440.0,LONG,,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,30440.0,LONG,
2020-12-01,26000.0,LONG,,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,26000.0,LONG,
2021-01-01,20640.0,LONG,,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,20640.0,LONG,
2021-02-01,17840.0,LONG,,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,17840.0,LONG,
2021-03-01,38280.0,LONG,,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,38280.0,LONG,
2021-04-01,21680.0,LONG,,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,21680.0,LONG,
2021-05-01,22560.0,LONG,,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,22560.0,LONG,
2021-06-01,28440.0,LONG,,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,28440.0,LONG,
2021-07-01,24880.0,LONG,,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,24880.0,LONG,
2021-08-01,26680.0,LONG,,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,26680.0,LONG,
2021-09-01,23560.0,LONG,,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,23560.0,LONG,
2021-10-01,67360.0,LONG,,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,67360.0,LONG,
2021-11-01,36760.0,LONG,,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,36760.0,LONG,
2021-12-01,28440.0,LONG,,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,28440.0,LONG,
2022-01-01,28880.0,LONG,,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,28880.0,LONG,
2022-02-01,29560.0,LONG,,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,29560.0,LONG,
2022-03-01,25360.0,LONG,,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,25360.0,LONG,
2022-04-01,28160.0,LONG,,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,28160.0,LONG,
2022-05-01,32720.0,LONG,,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,32720.0,LONG,
2022-06-01,27920.0,LONG,,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,27920.0,LONG,
2022-07-01,33200.0,LONG,,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,33200.0,LONG,
2022-08-01,43200.0,LONG,,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,43200.0,LONG,
2022-09-01,39360.0,LONG,,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,39360.0,LONG,
2022-10-01,42320.0,LONG,,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,42320.0,LONG,
2022-11-01,49480.0,LONG,,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,49480.0,LONG,
2022-12-01,40880.0,LONG,,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,40880.0,LONG,
2023-01-01,55800.0,LONG,,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,55800.0,LONG,
2023-02-01,41920.0,LONG,,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,41920.0,LONG,
2023-03-01,35880.0,LONG,,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,35880.0,LONG,
2023-04-01,37800.0,LONG,,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,37800.0,LONG,
2023-05-01,41120.0,LONG,,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,41120.0,LONG,
2023-06-01,41840.0,LONG,,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,41840.0,LONG,
2023-07-01,40080.0,LONG,,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,40080.0,LONG,
2023-08-01,42640.0,LONG,,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,42640.0,LONG,
2023-09-01,34040.0,LONG,,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,34040.0,LONG,
2023-10-01,45000.0,LONG,,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,45000.0,LONG,
2023-11-01,42440.0,LONG,,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,42440.0,LONG,
2023-12-01,31760.0,LONG,,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,31760.0,LONG,
2024-01-01,40760.0,LONG,,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,40760.0,LONG,
2024-02-01,41480.0,LONG,,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,41480.0,LONG,
2024-03-01,35440.0,LONG,,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,35440.0,LONG,
2024-04-01,43540.0,LONG,,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,43540.0,LONG,
2024-05-01,33080.0,LONG,,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,33080.0,LONG,
2024-06-01,30870.0,LONG,,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,30870.0,LONG,
2024-07-01,28410.0,LONG,,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,28410.0,LONG,
2024-08-01,30360.0,LONG,,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,30360.0,LONG,
2024-09-01,27880.0,LONG,,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,27880.0,LONG,
2024-10-01,44400.0,LONG,,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,44400.0,LONG,
2024-11-01,48360.0,LONG,,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,48360.0,LONG,
2024-12-01,28520.0,LONG,,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,28520.0,LONG,
2025-01-01,27240.0,LONG,,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,27240.0,LONG,
2025-02-01,20480.0,LONG,,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,20480.0,LONG,
2025-03-01,25360.0,LONG,,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,25360.0,LONG,
2025-04-01,23640.0,LONG,,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,23640.0,LONG,
2025-05-01,25000.0,LONG,,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,25000.0,LONG,
2025-06-01,25680.0,LONG,,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,25680.0,LONG,
2025-07-01,26640.0,LONG,,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,26640.0,LONG,
2025-08-01,27440.0,LONG,,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,27440.0,LONG,
2025-09-01,30880.0,LONG,,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,30880.0,LONG,
2025-10-01,27920.0,LONG,,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,27920.0,LONG,
2025-11-01,24880.0,LONG,,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,24880.0,LONG,
2025-12-01,24280.0,LONG,,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,24280.0,LONG,
2026-01-01,,LONG,27165.27734375,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,18203.2,LONG,18203.2
2026-02-01,,LONG,22996.923828125,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,16916.64,LONG,16916.64
2026-03-01,,LONG,25724.53515625,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,7.72,LONG,7.72
2026-04-01,,LONG,25286.8984375,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,8.12,LONG,8.12
2026-05-01,,LONG,25108.93359375,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,7.04,LONG,7.04
2026-06-01,,LONG,25784.7890625,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,7.76,LONG,7.76
2026-07-01,,LONG,25087.765625,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,8.08,LONG,8.08
2026-08-01,,LONG,25000.90234375,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,7.4,LONG,7.4
2026-09-01,,LONG,22408.859375,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,7.72,LONG,7.72
2026-10-01,,LONG,31628.53515625,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,7.76,LONG,7.76
2026-11-01,,LONG,27587.47265625,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,7.4,LONG,7.4
2026-12-01,,LONG,21920.76953125,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,8.44,LONG,8.44
2027-01-01,,LONG,26904.177734375,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2027-02-01,,LONG,22779.125,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2027-03-01,,LONG,25199.177734375,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2027-04-01,,LONG,24778.53125,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2027-05-01,,LONG,24491.11328125,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2027-06-01,,LONG,25157.119140625,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2027-07-01,,LONG,24404.99609375,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2027-08-01,,LONG,24308.818359375,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2027-09-01,,LONG,21545.763671875,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2027-10-01,,LONG,31198.4453125,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2027-11-01,,LONG,27044.17578125,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2027-12-01,,LONG,21236.279296875,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2028-01-01,,LONG,26263.142578125,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2028-02-01,,LONG,22232.3203125,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2028-03-01,,LONG,24578.62890625,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2028-04-01,,LONG,24168.34375,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2028-05-01,,LONG,23880.421875,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2028-06-01,,LONG,24530.82421875,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2028-07-01,,LONG,23792.08203125,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2028-08-01,,LONG,23697.49609375,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2028-09-01,,LONG,20985.470703125,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2028-10-01,,LONG,30449.41015625,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2028-11-01,,LONG,26381.1796875,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2028-12-01,,LONG,20694.66015625,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2029-01-01,,LONG,25611.43359375,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2029-02-01,,LONG,21677.34375,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2029-03-01,,LONG,23966.18359375,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2029-04-01,,LONG,23565.83203125,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2029-05-01,,LONG,23284.388671875,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2029-06-01,,LONG,23919.205078125,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2029-07-01,,LONG,23197.974609375,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2029-08-01,,LONG,23105.658203125,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2029-09-01,,LONG,20457.92578125,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2029-10-01,,LONG,29697.001953125,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2029-11-01,,LONG,25725.80859375,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2029-12-01,,LONG,20174.984375,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2030-01-01,,LONG,24974.17578125,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2030-02-01,,LONG,21134.802734375,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2030-03-01,,LONG,23368.525390625,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2030-04-01,,LONG,22977.853515625,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2030-05-01,,LONG,22703.1953125,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2030-06-01,,LONG,23322.77734375,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2030-07-01,,LONG,22618.927734375,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2030-08-01,,LONG,22528.875,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2030-09-01,,LONG,19944.849609375,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2030-10-01,,LONG,28961.76953125,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2030-11-01,,LONG,25086.146484375,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2030-12-01,,LONG,19668.896484375,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2031-01-01,,LONG,24352.658203125,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2031-02-01,,LONG,20605.744140625,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2031-03-01,,LONG,22785.736328125,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2031-04-01,,LONG,22404.513671875,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2031-05-01,,LONG,22136.5078125,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2031-06-01,,LONG,22741.21484375,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2031-07-01,,LONG,22054.349609375,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2031-08-01,,LONG,21966.505859375,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2031-09-01,,LONG,19444.716796875,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2031-10-01,,LONG,28244.6484375,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2031-11-01,,LONG,24462.353515625,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2031-12-01,,LONG,19175.53515625,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2032-01-01,,LONG,23746.6015625,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2032-02-01,,LONG,20089.921875,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2032-03-01,,LONG,22217.478515625,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2032-04-01,,LONG,21845.47265625,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2032-05-01,,LONG,21583.958984375,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2032-06-01,,LONG,22174.15234375,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2032-07-01,,LONG,21503.861328125,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2032-08-01,,LONG,21418.173828125,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2032-09-01,,LONG,18957.12890625,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2032-10-01,,LONG,27545.279296875,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2032-11-01,,LONG,23854.0703125,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2032-12-01,,LONG,18694.552734375,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2033-01-01,,LONG,23155.626953125,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2033-02-01,,LONG,19587.0078125,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2033-03-01,,LONG,21663.39453125,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2033-04-01,,LONG,21300.3828125,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2033-05-01,,LONG,21045.203125,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2033-06-01,,LONG,21621.232421875,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2033-07-01,,LONG,20967.115234375,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2033-08-01,,LONG,20883.529296875,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2033-09-01,,LONG,18481.76171875,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2033-10-01,,LONG,26863.228515625,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2033-11-01,,LONG,23260.908203125,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2033-12-01,,LONG,18225.625,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2034-01-01,,LONG,22579.357421875,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2034-02-01,,LONG,19096.677734375,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2034-03-01,,LONG,21123.123046875,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2034-04-01,,LONG,20768.890625,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2034-05-01,,LONG,20519.89453125,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2034-06-01,,LONG,21082.09765625,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2034-07-01,,LONG,20443.765625,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2034-08-01,,LONG,20362.232421875,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2034-09-01,,LONG,18018.31640625,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2034-10-01,,LONG,26198.07421875,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2034-11-01,,LONG,22682.50390625,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2034-12-01,,LONG,17768.4609375,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.47373390197754
2035-01-01,,LONG,17634.707197650958,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,24.108530763646385
2035-02-01,,LONG,18015.791455068753,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,23.61268688229036
2035-03-01,,LONG,17401.739776468396,France,France,total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,22.98922831655053
2015-01-01,15429480.8,MEDIUM_PURINA,,France,France,total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,15429480.8,MEDIUM_PURINA,
2015-02-01,13215032.0,MEDIUM_PURINA,,France,France,total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,13215032.0,MEDIUM_PURINA,
2015-03-01,16021856.8,MEDIUM_PURINA,,France,France,total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,16021856.8,MEDIUM_PURINA,
2015-04-01,24548641.6,MEDIUM_PURINA,,France,France,total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,24548641.6,MEDIUM_PURINA,
2015-05-01,19550932.0,MEDIUM_PURINA,,France,France,total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,19550932.0,MEDIUM_PURINA,
2015-06-01,17560314.4,MEDIUM_PURINA,,France,France,total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,17560314.4,MEDIUM_PURINA,
